year,category,film,name,status,gender
1962,BEST PICTURE,To Kill a Mockingbird,Alan J. Pakula,nominated,male
1962,COSTUME DESIGN,Days of Wine and Roses,Don Feld,nominated,male
1962,CINEMATOGRAPHY,The Wonderful World of the Brothers Grimm,Paul C. Vogel,nominated,male
1962,CINEMATOGRAPHY,Mutiny on the Bounty,Robert L. Surtees,nominated,male
1962,CINEMATOGRAPHY,Lawrence of Arabia,Fred A. Young,winner,male
1962,CINEMATOGRAPHY,Hatari!,Russell Harlan,nominated,male
1962,CINEMATOGRAPHY,Gypsy,Sr.,nominated,male
1962,COSTUME DESIGN,Bon Voyage!,Bill Thomas,nominated,male
1962,CINEMATOGRAPHY,Gypsy,Harry Stradling,nominated,male
1962,CINEMATOGRAPHY,Two for the Seesaw,Ted McCord,nominated,male
1962,CINEMATOGRAPHY,To Kill a Mockingbird,Russell Harlan,nominated,male
1962,CINEMATOGRAPHY,The Longest Day,Henri Persin,winner,male
1962,SHORT FILM,Big City Blues,Charles Huguenot van der Linden,nominated,male
1962,CINEMATOGRAPHY,The Longest Day,Jean Bourgoin,winner,male
1962,CINEMATOGRAPHY,Birdman of Alcatraz,Burnett Guffey,nominated,male
1962,CINEMATOGRAPHY,What Ever Happened to Baby Jane?,Ernest Haller,nominated,male
1962,COSTUME DESIGN,Gypsy,Orry-Kelly,nominated,male
1962,CINEMATOGRAPHY,The Longest Day,Walter Wottitz,winner,male
1962,DIRECTING,Divorce--Italian Style,Pietro Germi,nominated,male
1962,DIRECTING,David and Lisa,Frank Perry,nominated,male
1962,BEST PICTURE,Meredith Willson's The Music Man,Morton Da Costa,nominated,male
1962,BEST PICTURE,The Longest Day,Darryl F. Zanuck,nominated,male
1962,BEST PICTURE,Lawrence of Arabia,Sam Spiegel,winner,male
1962,BEST PICTURE,Mutiny on the Bounty,Aaron Rosenberg,nominated,male
1962,FILM EDITING,Meredith Willson's The Music Man,William Ziegler,nominated,male
1962,FILM EDITING,Mutiny on the Bounty,John McSweeney,nominated,male
1962,FILM EDITING,The Longest Day,Samuel E. Beetley,nominated,male
1962,DOCUMENTARY (Feature),Black Fox,Louis Clyde Stoumen,winner,male
1962,DOCUMENTARY (Feature),Alvorada (Brazil's Changing Face),Hugo Niebeling,nominated,male
1962,DIRECTING,To Kill a Mockingbird,Robert Mulligan,nominated,male
1962,DIRECTING,The Miracle Worker,Arthur Penn,nominated,male
1962,DIRECTING,Lawrence of Arabia,David Lean,winner,male
1962,FILM EDITING,The Manchurian Candidate,Ferris Webster,nominated,male
1963,WRITING,The Four Days of Naples,Pasquale Festa Campanile,nominated,male
1963,WRITING,Federico Fellini's 8-1/2,Brunello Rondi,nominated,male
1963,WRITING,Federico Fellini's 8-1/2,Tullio Pinelli,nominated,male
1963,WRITING,Federico Fellini's 8-1/2,Ennio Flaiano,nominated,male
1963,WRITING,Federico Fellini's 8-1/2,Federico Fellini,nominated,male
1963,WRITING,"Captain Newman, M.D.",Henry Ephron,nominated,male
1963,WRITING,Sundays and Cybele,Antoine Tudal,nominated,male
1963,WRITING,Sundays and Cybele,Serge Bourguignon,nominated,male
1963,WRITING,Lilies of the Field,James Poe,nominated,male
1963,WRITING,Hud,Irving Ravetch,nominated,male
1963,WRITING,The Four Days of Naples,Massimo Franciosa,nominated,male
1963,WRITING,Tom Jones,John Osborne,winner,male
1963,WRITING,The Four Days of Naples,Vasco Pratolini,nominated,male
1963,WRITING,Hud,Harriet Frank,nominated,female
1963,WRITING,The Four Days of Naples,Pasquale Festa Campanile,nominated,male
1963,WRITING,The Four Days of Naples,Massimo Franciosa,nominated,male
1963,WRITING,How the West Was Won,James R. Webb,winner,male
1963,WRITING,Love with the Proper Stranger,Arnold Schulman,nominated,male
1963,WRITING,"Captain Newman, M.D.",Richard L. Breen,nominated,male
1963,WRITING,"Captain Newman, M.D.",Phoebe Ephron,nominated,female
1963,FILM EDITING,Cleopatra,Dorothy Spencer,nominated,female
1963,COSTUME DESIGN,A New Kind of Love,Edith Head,nominated,female
1963,COSTUME DESIGN,Cleopatra,Renie,winner,female
1963,COSTUME DESIGN,Cleopatra,Irene Sharaff,winner,female
1963,COSTUME DESIGN,Wives and Lovers,Edith Head,nominated,female
1963,COSTUME DESIGN,Love with the Proper Stranger,Edith Head,nominated,female
1963,WRITING,The Four Days of Naples,Carlo Bernari,nominated,male
1963,SHORT FILM,That's Me,Walker Stuart,nominated,male
1963,COSTUME DESIGN,Cleopatra,Vittorio Nino Novarese,winner,male
1963,SHORT FILM,An Occurrence at Owl Creek Bridge,Marcel Ichac,winner,male
1963,COSTUME DESIGN,How the West Was Won,Walter Plunkett,nominated,male
1963,COSTUME DESIGN,The Cardinal,Donald Brooks,nominated,male
1963,COSTUME DESIGN,Toys in the Attic,Bill Thomas,nominated,male
1963,COSTUME DESIGN,The Stripper,Travilla,nominated,male
1963,COSTUME DESIGN,Federico Fellini's 8-1/2,Piero Gherardi,winner,male
1963,CINEMATOGRAPHY,"It's a Mad, Mad, Mad, Mad World",Ernest Laszlo,nominated,male
1963,CINEMATOGRAPHY,Irma La Douce,Joseph LaShelle,nominated,male
1963,CINEMATOGRAPHY,How the West Was Won,Joseph LaShelle,nominated,male
1963,DIRECTING,The Cardinal,Otto Preminger,nominated,male
1963,CINEMATOGRAPHY,How the West Was Won,Charles Lang,nominated,male
1963,CINEMATOGRAPHY,How the West Was Won,William H. Daniels,nominated,male
1963,CINEMATOGRAPHY,Cleopatra,Leon Shamroy,winner,male
1963,CINEMATOGRAPHY,The Cardinal,Leon Shamroy,nominated,male
1963,CINEMATOGRAPHY,Love with the Proper Stranger,Milton Krasner,nominated,male
1963,CINEMATOGRAPHY,Lilies of the Field,Ernest Haller,nominated,male
1963,CINEMATOGRAPHY,Hud,James Wong Howe,winner,male
1963,CINEMATOGRAPHY,The Caretakers,Lucien Ballard,nominated,male
1963,CINEMATOGRAPHY,The Balcony,George Folsey,nominated,male
1963,CINEMATOGRAPHY,How the West Was Won,Milton Krasner,nominated,male
1963,SHORT FILM,Six-Sided Triangle,Christopher Miles,nominated,male
1963,COSTUME DESIGN,The Leopard,Piero Tosi,nominated,male
1963,FILM EDITING,"It's a Mad, Mad, Mad, Mad World",Gene Fowler,nominated,male
1963,SHORT FILM,An Occurrence at Owl Creek Bridge,Paul de Roubaix,winner,male
1963,SHORT FILM,Home-Made Car,James Hill,nominated,male
1963,SHORT FILM,The Concert,Ezra Baker,nominated,male
1963,BEST PICTURE,Tom Jones,Tony Richardson,winner,male
1963,BEST PICTURE,Lilies of the Field,Ralph Nelson,nominated,male
1963,BEST PICTURE,How the West Was Won,Bernard Smith,nominated,male
1963,BEST PICTURE,Cleopatra,Walter Wanger,nominated,male
1963,DIRECTING,Federico Fellini's 8-1/2,Federico Fellini,nominated,male
1963,FILM EDITING,"It's a Mad, Mad, Mad, Mad World",Robert C. Jones,nominated,male
1963,FILM EDITING,"It's a Mad, Mad, Mad, Mad World",Frederic Knudtson,nominated,male
1963,FILM EDITING,How the West Was Won,Harold F. Kress,winner,male
1963,FILM EDITING,The Great Escape,Ferris Webster,nominated,male
1963,FILM EDITING,The Cardinal,Louis R. Loeffler,nominated,male
1963,DOCUMENTARY (Feature),The Yanks Are Coming,Marshall Flaum,nominated,male
1963,DOCUMENTARY (Feature),Terminus,Edgar Anstey,nominated,male
1963,DOCUMENTARY (Feature),Robert Frost: A Lover's Quarrel with the World,Robert Hughes,winner,male
1963,DOCUMENTARY (Feature),Le Maillon et la Chaine (The Link and the Chain),Paul de Roubaix,nominated,male
1963,DIRECTING,Tom Jones,Tony Richardson,winner,male
1963,DIRECTING,Hud,Martin Ritt,nominated,male
1964,WRITING,The Organizer,Scarpelli,nominated,male
1964,WRITING,The Organizer,Age,nominated,male
1964,WRITING,"One Potato, Two Potato",Orville H. Hampton,nominated,male
1964,WRITING,"One Potato, Two Potato",Raphael Hayes,nominated,male
1964,WRITING,"One Potato, Two Potato",Orville H. Hampton,nominated,male
1964,WRITING,A Hard Day's Night,Alun Owen,nominated,male
1964,WRITING,Father Goose,Frank Tarloff,winner,male
1964,WRITING,Father Goose,Peter Stone,winner,male
1964,WRITING,The Organizer,Mario Monicelli,nominated,male
1964,WRITING,That Man from Rio,Jean-Paul Rappeneau,nominated,male
1964,WRITING,That Man from Rio,Ariane Mnouchkine,nominated,female
1964,WRITING,That Man from Rio,Philippe De Broca,nominated,male
1964,WRITING,Father Goose,S. H. Barnett,winner,male
1964,COSTUME DESIGN,A House Is Not a Home,Edith Head,nominated,female
1964,COSTUME DESIGN,"Hush...Hush, Sweet Charlotte",Norma Koch,nominated,female
1964,COSTUME DESIGN,The Night of the Iguana,Dorothy Jeakins,winner,female
1964,COSTUME DESIGN,Becket,Margaret Furse,nominated,female
1964,COSTUME DESIGN,What a Way to Go!,Edith Head,nominated,female
1964,COSTUME DESIGN,What a Way to Go!,Moss Mabry,nominated,female
1964,FILM EDITING,Becket,Anne Coates,nominated,female
1964,WRITING,That Man from Rio,Daniel Boulanger,nominated,male
1964,WRITING,Zorba the Greek,Michael Cacoyannis,nominated,male
1964,WRITING,Mary Poppins,Don DaGradi,nominated,male
1964,COSTUME DESIGN,Mary Poppins,Tony Walton,nominated,male
1964,DIRECTING,My Fair Lady,George Cukor,winner,male
1964,CINEMATOGRAPHY,Fate Is the Hunter,Milton Krasner,nominated,male
1964,DIRECTING,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,nominated,male
1964,DIRECTING,Becket,Peter Glenville,nominated,male
1964,COSTUME DESIGN,What a Way to Go!,Moss Mabry,nominated,male
1964,COSTUME DESIGN,The Unsinkable Molly Brown,Morton Haack,nominated,male
1964,COSTUME DESIGN,My Fair Lady,Cecil Beaton,winner,male
1964,WRITING,My Fair Lady,Alan Jay Lerner,nominated,male
1964,COSTUME DESIGN,The Visit,René Hubert,nominated,male
1964,COSTUME DESIGN,Kisses for My President,Howard Shoup,nominated,male
1964,CINEMATOGRAPHY,The Unsinkable Molly Brown,Daniel L. Fapp,nominated,male
1964,CINEMATOGRAPHY,My Fair Lady,Harry Stradling,winner,male
1964,CINEMATOGRAPHY,Mary Poppins,Edward Colman,nominated,male
1964,CINEMATOGRAPHY,Cheyenne Autumn,William H. Clothier,nominated,male
1964,CINEMATOGRAPHY,Becket,Geoffrey Unsworth,nominated,male
1964,CINEMATOGRAPHY,Zorba the Greek,Walter Lassally,winner,male
1964,CINEMATOGRAPHY,The Night of the Iguana,Gabriel Figueroa,nominated,male
1964,CINEMATOGRAPHY,"Hush...Hush, Sweet Charlotte",Joseph Biroc,nominated,male
1964,CINEMATOGRAPHY,The Americanization of Emily,Philip H. Lathrop,nominated,male
1964,DIRECTING,Zorba the Greek,Michael Cacoyannis,nominated,male
1964,DOCUMENTARY (Feature),The Finest Hours,Jack Le Vien,nominated,male
1964,DIRECTING,Mary Poppins,Robert Stevenson,nominated,male
1964,DOCUMENTARY (Feature),Jacques-Yves Cousteau's World without Sun,Jacques-Yves Cousteau,winner,male
1964,WRITING,Mary Poppins,Bill Walsh,nominated,male
1964,WRITING,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Terry Southern,nominated,male
1964,WRITING,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter George,nominated,male
1964,WRITING,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,nominated,male
1964,WRITING,Becket,Edward Anhalt,winner,male
1964,DOCUMENTARY (Feature),The Human Dutch,Bert Haanstra,nominated,male
1964,SHORT FILM,Help! My Snowman's Burning Down,Carson Davidson,nominated,male
1964,SHORT FILM,Casals Conducts: 1964,Edward Schreiber,winner,male
1964,BEST PICTURE,Zorba the Greek,Michael Cacoyannis,nominated,male
1964,SHORT FILM,The Legend of Jimmy Blue Eyes,Robert Clouse,nominated,male
1964,BEST PICTURE,Mary Poppins,Bill Walsh,nominated,male
1964,BEST PICTURE,Mary Poppins,Walt Disney,nominated,male
1964,BEST PICTURE,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,nominated,male
1964,BEST PICTURE,Becket,Hal B. Wallis,nominated,male
1964,FILM EDITING,My Fair Lady,William Ziegler,nominated,male
1964,FILM EDITING,Mary Poppins,Cotton Warburton,winner,male
1964,FILM EDITING,"Hush...Hush, Sweet Charlotte",Michael Luciano,nominated,male
1964,FILM EDITING,Father Goose,Ted J. Kent,nominated,male
1964,BEST PICTURE,My Fair Lady,Jack L. Warner,winner,male
1964,DOCUMENTARY (Feature),"Over There, 1914-18",Jean Aurel,nominated,male
1965,WRITING,The Train,Franklin Coen,nominated,male
1965,WRITING,Those Magnificent Men in Their Flying Machines,Jack Davies,nominated,male
1965,WRITING,Casanova '70,Mario Monicelli,nominated,male
1965,WRITING,Casanova '70,Suso Cecchi D'Amico,nominated,male
1965,WRITING,Casanova '70,Giorgio Salvioni,nominated,male
1965,WRITING,Casanova '70,Tonino Guerra,nominated,male
1965,WRITING,Darling,Frederic Raphael,winner,male
1965,WRITING,The Train,Frank Davis,nominated,male
1965,WRITING,Casanova '70,Scarpelli,nominated,male
1965,WRITING,Casanova '70,Suso Cecchi D'Amico,nominated,female
1965,WRITING,Casanova '70,Scarpelli,nominated,female
1965,COSTUME DESIGN,The Sound of Music,Dorothy Jeakins,nominated,female
1965,COSTUME DESIGN,Inside Daisy Clover,Edith Head,nominated,female
1965,COSTUME DESIGN,The Greatest Story Ever Told,Marjorie Best,nominated,female
1965,COSTUME DESIGN,Doctor Zhivago,Phyllis Dalton,winner,female
1965,COSTUME DESIGN,The Slender Thread,Edith Head,nominated,female
1965,COSTUME DESIGN,Darling,Julie Harris,winner,female
1965,WRITING,The Umbrellas of Cherbourg,Jacques Demy,nominated,male
1965,WRITING,Casanova '70,Age,nominated,male
1965,WRITING,Those Magnificent Men in Their Flying Machines,Ken Annakin,nominated,male
1965,WRITING,Doctor Zhivago,Robert Bolt,winner,male
1965,COSTUME DESIGN,The Greatest Story Ever Told,Vittorio Nino Novarese,nominated,male
1965,COSTUME DESIGN,Inside Daisy Clover,Bill Thomas,nominated,male
1965,DIRECTING,The Collector,William Wyler,nominated,male
1965,DIRECTING,Doctor Zhivago,David Lean,nominated,male
1965,DIRECTING,The Sound of Music,Robert Wise,winner,male
1965,DIRECTING,Woman in the Dunes,Hiroshi Teshigahara,nominated,male
1965,DOCUMENTARY (Feature),The Eleanor Roosevelt Story,Sidney Glazier,winner,male
1965,DOCUMENTARY (Feature),The Forth Road Bridge,Peter Mills,nominated,male
1965,DOCUMENTARY (Feature),Let My People Go,Marshall Flaum,nominated,male
1965,DOCUMENTARY (Feature),To Die in Madrid,Frédéric Rossif,nominated,male
1965,FILM EDITING,Cat Ballou,Charles Nelson,nominated,male
1965,FILM EDITING,Doctor Zhivago,Norman Savage,nominated,male
1965,FILM EDITING,The Flight of the Phoenix,Michael Luciano,nominated,male
1965,FILM EDITING,The Great Race,Ralph E. Winters,nominated,male
1965,FILM EDITING,The Sound of Music,William Reynolds,winner,male
1965,BEST PICTURE,Darling,Joseph Janni,nominated,male
1965,BEST PICTURE,Doctor Zhivago,Carlo Ponti,nominated,male
1965,BEST PICTURE,Ship of Fools,Stanley Kramer,nominated,male
1965,BEST PICTURE,The Sound of Music,Robert Wise,winner,male
1965,WRITING,A Thousand Clowns,Herb Gardner,nominated,male
1965,BEST PICTURE,A Thousand Clowns,Fred Coe,nominated,male
1965,COSTUME DESIGN,The Agony and the Ecstasy,Vittorio Nino Novarese,nominated,male
1965,COSTUME DESIGN,Ship of Fools,Jean Louis,nominated,male
1965,DIRECTING,Darling,John Schlesinger,nominated,male
1965,COSTUME DESIGN,A Rage to Live,Howard Shoup,nominated,male
1965,WRITING,The Collector,John Kohn,nominated,male
1965,WRITING,The Collector,Stanley Mann,nominated,male
1965,WRITING,Cat Ballou,Frank R. Pierson,nominated,male
1965,WRITING,Cat Ballou,Walter Newman,nominated,male
1965,SHORT FILM,Time Piece,Jim Henson,nominated,male
1965,COSTUME DESIGN,Ship of Fools,Bill Thomas,nominated,male
1965,SHORT FILM,Skaterdater,Noel Black,nominated,male
1965,SHORT FILM,Skaterdater,Marshal Backlar,nominated,male
1965,SHORT FILM,Fortress of Peace,Lothar Wolff,nominated,male
1965,SHORT FILM,The Chicken (Le Poulet),Claude Berri,winner,male
1965,CINEMATOGRAPHY,In Harm's Way,Loyal Griggs,nominated,male
1965,SHORT FILM,Snow,Edgar Anstey,nominated,male
1965,CINEMATOGRAPHY,Morituri,Conrad Hall,nominated,male
1965,CINEMATOGRAPHY,A Patch of Blue,Robert Burks,nominated,male
1965,CINEMATOGRAPHY,Ship of Fools,Ernest Laszlo,winner,male
1965,CINEMATOGRAPHY,The Agony and the Ecstasy,Leon Shamroy,nominated,male
1965,CINEMATOGRAPHY,Doctor Zhivago,Freddie Young,winner,male
1965,CINEMATOGRAPHY,The Great Race,Russell Harlan,nominated,male
1965,CINEMATOGRAPHY,The Greatest Story Ever Told,William C. Mellor,nominated,male
1965,CINEMATOGRAPHY,The Greatest Story Ever Told,Loyal Griggs,nominated,male
1965,CINEMATOGRAPHY,King Rat,Burnett Guffey,nominated,male
1965,COSTUME DESIGN,Morituri,Moss Mabry,nominated,male
1965,CINEMATOGRAPHY,The Sound of Music,Ted McCord,nominated,male
1966,WRITING,A Man and a Woman,Claude Lelouch,winner,male
1966,WRITING,A Man and a Woman,Claude Lelouch,winner,male
1966,WRITING,A Man and a Woman,Pierre Uytterhoeven,winner,male
1966,WRITING,The Naked Prey,Don Peters,nominated,male
1966,COSTUME DESIGN,Who's Afraid of Virginia Woolf?,Irene Sharaff,winner,female
1966,COSTUME DESIGN,A Man for All Seasons,Joan Bridge,winner,female
1966,COSTUME DESIGN,A Man for All Seasons,Elizabeth Haffenden,winner,female
1966,COSTUME DESIGN,Hawaii,Dorothy Jeakins,nominated,female
1966,COSTUME DESIGN,Morgan!,Jocelyn Rickards,nominated,female
1966,COSTUME DESIGN,Mister Buddwing,Helen Rose,nominated,female
1966,WRITING,Khartoum,Robert Ardrey,nominated,male
1966,COSTUME DESIGN,The Oscar,Edith Head,nominated,female
1966,WRITING,The Fortune Cookie,I. A. L. Diamond,nominated,male
1966,WRITING,The Naked Prey,Clint Johnston,nominated,male
1966,WRITING,Blow-Up,Edward Bond,nominated,male
1966,DOCUMENTARY (Feature),The Really Big Family,Alex Grasshoff,nominated,male
1966,DOCUMENTARY (Feature),Le Volcan Interdit (The Forbidden Volcano),Haroun Tazieff,nominated,male
1966,DOCUMENTARY (Feature),Helicopter Canada,Tom Daly,nominated,male
1966,DOCUMENTARY (Feature),Helicopter Canada,Peter Jones,nominated,male
1966,DOCUMENTARY (Feature),The Face of Genius,Alfred R. Kelman,nominated,male
1966,DIRECTING,Who's Afraid of Virginia Woolf?,Mike Nichols,nominated,male
1966,DIRECTING,The Professionals,Richard Brooks,nominated,male
1966,DIRECTING,A Man for All Seasons,Fred Zinnemann,winner,male
1966,DIRECTING,A Man and a Woman,Claude Lelouch,nominated,male
1966,DIRECTING,Blow-Up,Michelangelo Antonioni,nominated,male
1966,COSTUME DESIGN,Juliet of the Spirits,Piero Gherardi,nominated,male
1966,WRITING,The Professionals,Richard Brooks,nominated,male
1966,COSTUME DESIGN,Gambit,Jean Louis,nominated,male
1966,COSTUME DESIGN,Mandragola,Danilo Donati,nominated,male
1966,COSTUME DESIGN,The Gospel According to St. Matthew,Danilo Donati,nominated,male
1966,CINEMATOGRAPHY,The Sand Pebbles,Joseph MacDonald,nominated,male
1966,CINEMATOGRAPHY,The Professionals,Conrad Hall,nominated,male
1966,CINEMATOGRAPHY,A Man for All Seasons,Ted Moore,winner,male
1966,CINEMATOGRAPHY,Hawaii,Russell Harlan,nominated,male
1966,CINEMATOGRAPHY,Fantastic Voyage,Ernest Laszlo,nominated,male
1966,CINEMATOGRAPHY,Who's Afraid of Virginia Woolf?,Haskell Wexler,winner,male
1966,CINEMATOGRAPHY,Seconds,James Wong Howe,nominated,male
1966,CINEMATOGRAPHY,Is Paris Burning?,Marcel Grignon,nominated,male
1966,DOCUMENTARY (Feature),The War Game,Peter Watkins,winner,male
1966,FILM EDITING,Fantastic Voyage,William B. Murphy,nominated,male
1966,FILM EDITING,Grand Prix,Fredric Steinkamp,winner,male
1966,FILM EDITING,Grand Prix,Henry Berman,winner,male
1966,WRITING,Blow-Up,Tonino Guerra,nominated,male
1966,WRITING,Blow-Up,Michelangelo Antonioni,nominated,male
1966,WRITING,Blow-Up,Michelangelo Antonioni,nominated,male
1966,WRITING,Who's Afraid of Virginia Woolf?,Ernest Lehman,nominated,male
1966,WRITING,The Russians Are Coming The Russians Are Coming,William Rose,nominated,male
1966,WRITING,The Fortune Cookie,Billy Wilder,nominated,male
1966,WRITING,A Man for All Seasons,Robert Bolt,winner,male
1966,WRITING,Alfie,Bill Naughton,nominated,male
1966,CINEMATOGRAPHY,Georgy Girl,Ken Higgins,nominated,male
1966,SHORT FILM,Turkey the Bridge,Derek Williams,nominated,male
1966,SHORT FILM,Wild Wings,Edgar Anstey,winner,male
1966,BEST PICTURE,The Sand Pebbles,Robert Wise,nominated,male
1966,BEST PICTURE,The Russians Are Coming The Russians Are Coming,Norman Jewison,nominated,male
1966,BEST PICTURE,A Man for All Seasons,Fred Zinnemann,winner,male
1966,BEST PICTURE,Alfie,Lewis Gilbert,nominated,male
1966,FILM EDITING,Who's Afraid of Virginia Woolf?,Sam O'Steen,nominated,male
1966,FILM EDITING,The Sand Pebbles,William Reynolds,nominated,male
1966,FILM EDITING,The Russians Are Coming The Russians Are Coming,J. Terry Williams,nominated,male
1966,FILM EDITING,The Russians Are Coming The Russians Are Coming,Hal Ashby,nominated,male
1966,FILM EDITING,Grand Prix,Frank Santillo,winner,male
1966,FILM EDITING,Grand Prix,Stewart Linder,winner,male
1966,BEST PICTURE,Who's Afraid of Virginia Woolf?,Ernest Lehman,nominated,male
1966,CINEMATOGRAPHY,The Fortune Cookie,Joseph LaShelle,nominated,male
1967,COSTUME DESIGN,Bonnie and Clyde,Theadora Van Runkle,nominated,female
1967,COSTUME DESIGN,The Taming of the Shrew,Irene Sharaff,nominated,female
1967,FILM EDITING,Doctor Dolittle,Marjorie Fowler,nominated,female
1967,WRITING,Guess Who's Coming to Dinner,William Rose,winner,male
1967,WRITING,La Guerre Est Finie,Jorge Semprun,nominated,male
1967,FILM EDITING,The Dirty Dozen,Michael Luciano,nominated,male
1967,FILM EDITING,Beach Red,Frank P. Keller,nominated,male
1967,DOCUMENTARY (Feature),A Time for Burning,William C. Jersey,nominated,male
1967,DOCUMENTARY (Feature),A King's Story,Jack Le Vien,nominated,male
1967,DOCUMENTARY (Feature),Harvest,Carroll Ballard,nominated,male
1967,DOCUMENTARY (Feature),Festival,Murray Lerner,nominated,male
1967,DOCUMENTARY (Feature),The Anderson Platoon,Pierre Schoendoerffer,winner,male
1967,DIRECTING,In the Heat of the Night,Norman Jewison,nominated,male
1967,DIRECTING,In Cold Blood,Richard Brooks,nominated,male
1967,DIRECTING,Guess Who's Coming to Dinner,Stanley Kramer,nominated,male
1967,DIRECTING,The Graduate,Mike Nichols,winner,male
1967,DIRECTING,Bonnie and Clyde,Arthur Penn,nominated,male
1967,COSTUME DESIGN,Thoroughly Modern Millie,Jean Louis,nominated,male
1967,COSTUME DESIGN,The Taming of the Shrew,Danilo Donati,nominated,male
1967,COSTUME DESIGN,The Happiest Millionaire,Bill Thomas,nominated,male
1967,COSTUME DESIGN,Camelot,John Truscott,winner,male
1967,CINEMATOGRAPHY,In Cold Blood,Conrad Hall,nominated,male
1967,CINEMATOGRAPHY,The Graduate,Robert Surtees,nominated,male
1967,CINEMATOGRAPHY,Doctor Dolittle,Robert Surtees,nominated,male
1967,CINEMATOGRAPHY,Camelot,Richard H. Kline,nominated,male
1967,CINEMATOGRAPHY,Bonnie and Clyde,Burnett Guffey,winner,male
1967,FILM EDITING,Doctor Dolittle,Samuel E. Beetley,nominated,male
1967,WRITING,Two for the Road,Frederic Raphael,nominated,male
1967,FILM EDITING,Guess Who's Coming to Dinner,Robert C. Jones,nominated,male
1967,BEST PICTURE,Bonnie and Clyde,Warren Beatty,nominated,male
1967,WRITING,Divorce American Style,Norman Lear,nominated,male
1967,WRITING,Divorce American Style,Robert Kaufman,nominated,male
1967,WRITING,Bonnie and Clyde,Robert Benton,nominated,male
1967,WRITING,Bonnie and Clyde,David Newman,nominated,male
1967,WRITING,Ulysses,Fred Haines,nominated,male
1967,WRITING,Ulysses,Joseph Strick,nominated,male
1967,WRITING,In the Heat of the Night,Stirling Silliphant,winner,male
1967,WRITING,In Cold Blood,Richard Brooks,nominated,male
1967,WRITING,The Graduate,Buck Henry,nominated,male
1967,FILM EDITING,In the Heat of the Night,Hal Ashby,winner,male
1967,WRITING,The Graduate,Calder Willingham,nominated,male
1967,WRITING,Cool Hand Luke,Donn Pearce,nominated,male
1967,SHORT FILM,"Stop, Look and Listen",Chuck Menville,nominated,male
1967,SHORT FILM,"Stop, Look and Listen",Len Janson,nominated,male
1967,SHORT FILM,Sky over Holland,John Ferno,nominated,male
1967,SHORT FILM,A Place to Stand,Christopher Chapman,winner,male
1967,SHORT FILM,Paddle to the Sea,Julian Biggs,nominated,male
1967,BEST PICTURE,In the Heat of the Night,Walter Mirisch,winner,male
1967,BEST PICTURE,Guess Who's Coming to Dinner,Stanley Kramer,nominated,male
1967,BEST PICTURE,The Graduate,Lawrence Turman,nominated,male
1967,BEST PICTURE,Doctor Dolittle,Arthur P. Jacobs,nominated,male
1967,WRITING,Cool Hand Luke,Frank R. Pierson,nominated,male
1968,COSTUME DESIGN,Oliver!,Phyllis Dalton,nominated,female
1968,COSTUME DESIGN,The Lion in Winter,Margaret Furse,nominated,female
1968,FILM EDITING,Wild in the Streets,Eve Newman,nominated,female
1968,WRITING,2001: A Space Odyssey,Stanley Kubrick,nominated,male
1968,DOCUMENTARY (Feature),Journey into Self,Bill McGaw,winner,male
1968,BEST PICTURE,Funny Girl,Ray Stark,nominated,male
1968,BEST PICTURE,The Lion in Winter,Martin Poll,nominated,male
1968,BEST PICTURE,Oliver!,John Woolf,winner,male
1968,BEST PICTURE,"Rachel, Rachel",Paul Newman,nominated,male
1968,BEST PICTURE,Romeo and Juliet,Anthony Havelock-Allan,nominated,male
1968,BEST PICTURE,Romeo and Juliet,John Brabourne,nominated,male
1968,SHORT FILM,The Dove,George Coe,nominated,male
1968,SHORT FILM,The Dove,Sidney Davis,nominated,male
1968,SHORT FILM,The Dove,Anthony Lover,nominated,male
1968,SHORT FILM,Prelude,John Astin,nominated,male
1968,SHORT FILM,Robert Kennedy Remembered,Charles Guggenheim,winner,male
1968,WRITING,The Lion in Winter,James Goldman,winner,male
1968,WRITING,The Odd Couple,Neil Simon,nominated,male
1968,WRITING,Oliver!,Vernon Harris,nominated,male
1968,WRITING,"Rachel, Rachel",Stewart Stern,nominated,male
1968,WRITING,Rosemary's Baby,Roman Polanski,nominated,male
1968,WRITING,The Battle of Algiers,Franco Solinas,nominated,male
1968,WRITING,The Battle of Algiers,Gillo Pontecorvo,nominated,male
1968,WRITING,Faces,John Cassavetes,nominated,male
1968,FILM EDITING,Wild in the Streets,Fred Feitshans,nominated,male
1968,FILM EDITING,Oliver!,Ralph Kemplen,nominated,male
1968,FILM EDITING,The Odd Couple,Frank Bracht,nominated,male
1968,FILM EDITING,Funny Girl,William Sands,nominated,male
1968,CINEMATOGRAPHY,Funny Girl,Harry Stradling,nominated,male
1968,CINEMATOGRAPHY,Ice Station Zebra,Daniel L. Fapp,nominated,male
1968,CINEMATOGRAPHY,Oliver!,Oswald Morris,nominated,male
1968,CINEMATOGRAPHY,Romeo and Juliet,Pasqualino De Santis,winner,male
