year,category,film,name,status,gender
2009,BEST PICTURE,Up in the Air,Jason Reitman,nominated,male
2009,BEST PICTURE,Up in the Air,Ivan Reitman,nominated,male
2009,WRITING,In the Loop,Armando Iannucci,nominated,male
2009,BEST PICTURE,Up in the Air,Daniel Dubiecki,nominated,male
2009,SHORT FILM,Kavi,Gregg Helvey,nominated,male
2009,SHORT FILM,Instead of Abracadabra,Patrik Eklund,nominated,male
2009,WRITING,The Messenger,Oren Moverman,nominated,male
2009,WRITING,Precious: Based on the Novel 'Push' by Sapphire,Geoffrey Fletcher,winner,male
2009,WRITING,Up in the Air,Jason Reitman,nominated,male
2009,WRITING,Up in the Air,Sheldon Turner,nominated,male
2009,WRITING,The Hurt Locker,Mark Boal,winner,male
2009,WRITING,Inglourious Basterds,Quentin Tarantino,nominated,male
2009,WRITING,The Messenger,Alessandro Camon,nominated,male
2009,WRITING,A Serious Man,Joel Coen,nominated,male
2009,WRITING,A Serious Man,Ethan Coen,nominated,male
2009,WRITING,Up,Bob Peterson,nominated,male
2009,WRITING,Up,Pete Docter,nominated,male
2009,WRITING,Up,Pete Docter,nominated,male
2009,WRITING,Up,Bob Peterson,nominated,male
2009,WRITING,Up,Tom McCarthy,nominated,male
2009,BEST PICTURE,Up,Jonas Rivera,nominated,male
2009,WRITING,In the Loop,Tony Roche,nominated,male
2009,BEST PICTURE,A Serious Man,Joel Coen,nominated,male
2009,FILM EDITING,Avatar,John Refoua,nominated,male
2009,BEST PICTURE,Precious: Based on the Novel 'Push' by Sapphire,Lee Daniels,nominated,male
2009,CINEMATOGRAPHY,Avatar,Mauro Fiore,winner,male
2009,CINEMATOGRAPHY,Harry Potter and the Half-Blood Prince,Bruno Delbonnel,nominated,male
2009,CINEMATOGRAPHY,The Hurt Locker,Barry Ackroyd,nominated,male
2009,CINEMATOGRAPHY,Inglourious Basterds,Robert Richardson,nominated,male
2009,CINEMATOGRAPHY,The White Ribbon,Christian Berger,nominated,male
2009,DIRECTING,Avatar,James Cameron,nominated,male
2009,DIRECTING,Inglourious Basterds,Quentin Tarantino,nominated,male
2009,DIRECTING,Precious: Based on the Novel 'Push' by Sapphire,Lee Daniels,nominated,male
2009,DIRECTING,Up in the Air,Jason Reitman,nominated,male
2009,DOCUMENTARY (Feature),Burma VJ,Anders Østergaard,nominated,male
2009,DOCUMENTARY (Feature),The Cove,Louie Psihoyos,winner,male
2009,DOCUMENTARY (Feature),The Cove,Fisher Stevens,winner,male
2009,DOCUMENTARY (Feature),"Food, Inc.",Robert Kenner,nominated,male
2009,DOCUMENTARY (Feature),The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,Rick Goldsmith,nominated,male
2009,FILM EDITING,Avatar,Stephen Rivkin,nominated,male
2009,FILM EDITING,Avatar,James Cameron,nominated,male
2009,FILM EDITING,District 9,Julian Clarke,nominated,male
2009,BEST PICTURE,Inglourious Basterds,Lawrence Bender,nominated,male
2009,BEST PICTURE,The Hurt Locker,Greg Shapiro,winner,male
2009,BEST PICTURE,The Hurt Locker,Nicolas Chartier,winner,male
2009,BEST PICTURE,The Hurt Locker,Mark Boal,winner,male
2009,BEST PICTURE,District 9,Carolynne Cunningham,nominated,male
2009,BEST PICTURE,District 9,Peter Jackson,nominated,male
2009,BEST PICTURE,Precious: Based on the Novel 'Push' by Sapphire,Gary Magness,nominated,male
2009,BEST PICTURE,The Blind Side,Broderick Johnson,nominated,male
2009,BEST PICTURE,The Blind Side,Gil Netter,nominated,male
2009,BEST PICTURE,Avatar,Jon Landau,nominated,male
2009,BEST PICTURE,Avatar,James Cameron,nominated,male
2009,FILM EDITING,Precious: Based on the Novel 'Push' by Sapphire,Joe Klotz,nominated,male
2009,FILM EDITING,The Hurt Locker,Chris Innis,winner,male
2009,FILM EDITING,The Hurt Locker,Bob Murawski,winner,male
2009,BEST PICTURE,The Blind Side,Andrew A. Kosove,nominated,male
2009,WRITING,In the Loop,Jesse Armstrong,nominated,male
2009,BEST PICTURE,A Serious Man,Ethan Coen,nominated,male
2009,COSTUME DESIGN,Bright Star,Janet Patterson,nominated,female
2009,WRITING,District 9,Terri Tatchell,nominated,female
2009,BEST PICTURE,Precious: Based on the Novel 'Push' by Sapphire,Sarah Siegel-Magness,nominated,female
2009,BEST PICTURE,The Hurt Locker,Kathryn Bigelow,winner,female
2009,BEST PICTURE,An Education,Amanda Posey,nominated,female
2009,BEST PICTURE,An Education,Finola Dwyer,nominated,female
2009,BEST PICTURE,District 9,Carolynne Cunningham,nominated,female
2009,FILM EDITING,Inglourious Basterds,Sally Menke,nominated,female
2009,DOCUMENTARY (Feature),Which Way Home,Rebecca Cammisa,nominated,female
2009,SHORT FILM,The Door,Juanita Wilson,nominated,female
2009,DOCUMENTARY (Feature),"Food, Inc.",Elise Pearlstein,nominated,female
2009,DOCUMENTARY (Feature),Burma VJ,Lise Lense-Møller,nominated,female
2009,DIRECTING,The Hurt Locker,Kathryn Bigelow,winner,female
2009,COSTUME DESIGN,The Young Victoria,Sandy Powell,winner,female
2009,COSTUME DESIGN,Nine,Colleen Atwood,nominated,female
2009,COSTUME DESIGN,The Imaginarium of Doctor Parnassus,Monique Prudhomme,nominated,female
2009,COSTUME DESIGN,Coco before Chanel,Catherine Leterrier,nominated,female
2009,DOCUMENTARY (Feature),The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,Judith Ehrlich,nominated,female
2010,CINEMATOGRAPHY,Black Swan,Matthew Libatique,nominated,male
2010,CINEMATOGRAPHY,Inception,Wally Pfister,winner,male
2010,CINEMATOGRAPHY,The King's Speech,Danny Cohen,nominated,male
2010,CINEMATOGRAPHY,The Social Network,Jeff Cronenweth,nominated,male
2010,CINEMATOGRAPHY,True Grit,Roger Deakins,nominated,male
2010,DIRECTING,Black Swan,Darren Aronofsky,nominated,male
2010,DIRECTING,True Grit,Joel Coen,nominated,male
2010,DIRECTING,The King's Speech,Tom Hooper,winner,male
2010,DIRECTING,The Social Network,David Fincher,nominated,male
2010,DIRECTING,True Grit,Ethan Coen,nominated,male
2010,DOCUMENTARY (Feature),Exit through the Gift Shop,Banksy,nominated,male
2010,DOCUMENTARY (Feature),Gasland,Josh Fox,nominated,male
2010,WRITING,127 Hours,Simon Beaufoy,nominated,male
2010,DIRECTING,The Fighter,David O. Russell,nominated,male
2010,WRITING,The Social Network,Aaron Sorkin,winner,male
2010,WRITING,The Fighter,Paul Tamasy,nominated,male
2010,WRITING,Toy Story 3,John Lasseter,nominated,male
2010,WRITING,Toy Story 3,Andrew Stanton,nominated,male
2010,WRITING,Toy Story 3,Lee Unkrich,nominated,male
2010,WRITING,True Grit,Joel Coen,nominated,male
2010,WRITING,True Grit,Ethan Coen,nominated,male
2010,WRITING,Another Year,Mike Leigh,nominated,male
2010,WRITING,The Fighter,Scott Silver,nominated,male
2010,DOCUMENTARY (Feature),Inside Job,Charles Ferguson,winner,male
2010,WRITING,The Fighter,Eric Johnson,nominated,male
2010,WRITING,The Fighter,Keith Dorrington,nominated,male
2010,WRITING,The Fighter,Paul Tamasy,nominated,male
2010,WRITING,The Fighter,Eric Johnson,nominated,male
2010,WRITING,Inception,Christopher Nolan,nominated,male
2010,WRITING,The Kids Are All Right,Stuart Blumberg,nominated,male
2010,WRITING,Toy Story 3,Michael Arndt,nominated,male
2010,DOCUMENTARY (Feature),Restrepo,Tim Hetherington,nominated,male
2010,BEST PICTURE,Black Swan,Brian Oliver,nominated,male
2010,DOCUMENTARY (Feature),Waste Land,Angus Aynsley,nominated,male
2010,SHORT FILM,Na Wewe,Ivan Goldschmidt,nominated,male
2010,SHORT FILM,God of Love,Luke Matheny,winner,male
2010,SHORT FILM,The Crush,Michael Creagh,nominated,male
2010,SHORT FILM,The Confession,Tanel Toom,nominated,male
2010,BEST PICTURE,True Grit,Joel Coen,nominated,male
2010,BEST PICTURE,True Grit,Ethan Coen,nominated,male
2010,BEST PICTURE,True Grit,Scott Rudin,nominated,male
2010,BEST PICTURE,The Social Network,Ceán Chaffin,nominated,male
2010,BEST PICTURE,The Social Network,Michael De Luca,nominated,male
2010,BEST PICTURE,The Social Network,Scott Rudin,nominated,male
2010,BEST PICTURE,127 Hours,John Smithson,nominated,male
2010,BEST PICTURE,127 Hours,Danny Boyle,nominated,male
2010,BEST PICTURE,127 Hours,Christian Colson,nominated,male
2010,BEST PICTURE,The King's Speech,Gareth Unwin,winner,male
2010,BEST PICTURE,The King's Speech,Emile Sherman,winner,male
2010,BEST PICTURE,The King's Speech,Iain Canning,winner,male
2010,BEST PICTURE,The Kids Are All Right,Celine Rattray,nominated,male
2010,FILM EDITING,Black Swan,Andrew Weisblum,nominated,male
2010,FILM EDITING,The King's Speech,Tariq Anwar,nominated,male
2010,FILM EDITING,127 Hours,Jon Harris,nominated,male
2010,FILM EDITING,The Social Network,Angus Wall,winner,male
2010,FILM EDITING,The Social Network,Kirk Baxter,winner,male
2010,BEST PICTURE,Black Swan,Mike Medavoy,nominated,male
2010,DOCUMENTARY (Feature),Restrepo,Sebastian Junger,nominated,male
2010,WRITING,The King's Speech,David Seidler,winner,male
2010,BEST PICTURE,The Fighter,David Hoberman,nominated,male
2010,BEST PICTURE,The Fighter,Todd Lieberman,nominated,male
2010,BEST PICTURE,The Fighter,Mark Wahlberg,nominated,male
2010,BEST PICTURE,Inception,Christopher Nolan,nominated,male
2010,BEST PICTURE,The Kids Are All Right,Gary Gilbert,nominated,male
2010,BEST PICTURE,The Kids Are All Right,Jeffrey Levy-Hinte,nominated,male
2010,BEST PICTURE,Black Swan,Scott Franklin,nominated,male
2010,SHORT FILM,Wish 143,Ian Barnes,nominated,male
2010,WRITING,127 Hours,Danny Boyle,nominated,male
2010,BEST PICTURE,Winter's Bone,Anne Rosellini,nominated,female
2010,WRITING,The Kids Are All Right,Lisa Cholodenko,nominated,female
2010,WRITING,Winter's Bone,Anne Rosellini,nominated,female
2010,WRITING,Winter's Bone,Debra Granik,nominated,female
2010,SHORT FILM,Wish 143,Samantha Waite,nominated,female
2010,BEST PICTURE,Winter's Bone,Alix Madigan-Yorkin,nominated,female
2010,BEST PICTURE,Toy Story 3,Darla K. Anderson,nominated,female
2010,BEST PICTURE,The Social Network,Ceán Chaffin,nominated,female
2010,BEST PICTURE,The Social Network,Dana Brunetti,nominated,female
2010,BEST PICTURE,Inception,Emma Thomas,nominated,female
2010,BEST PICTURE,The Kids Are All Right,Celine Rattray,nominated,female
2010,DOCUMENTARY (Feature),Waste Land,Lucy Walker,nominated,female
2010,DOCUMENTARY (Feature),Inside Job,Audrey Marrs,winner,female
2010,DOCUMENTARY (Feature),Gasland,Trish Adlesic,nominated,female
2010,COSTUME DESIGN,True Grit,Mary Zophres,nominated,female
2010,COSTUME DESIGN,The Tempest,Sandy Powell,nominated,female
2010,COSTUME DESIGN,The King's Speech,Jenny Beavan,nominated,female
2010,COSTUME DESIGN,I Am Love,Antonella Cannarozzi,nominated,female
2010,COSTUME DESIGN,Alice in Wonderland,Colleen Atwood,winner,female
2010,FILM EDITING,The Fighter,Pamela Martin,nominated,female
2011,BEST PICTURE,The Help,Brunson Green,nominated,male
2011,BEST PICTURE,The Descendants,Jim Taylor,nominated,male
2011,BEST PICTURE,Extremely Loud & Incredibly Close,Scott Rudin,nominated,male
2011,BEST PICTURE,The Help,Chris Columbus,nominated,male
2011,WRITING,The Ides of March,Grant Heslov,nominated,male
2011,BEST PICTURE,Hugo,Graham King,nominated,male
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male
2011,BEST PICTURE,Midnight in Paris,Stephen Tenenbaum,nominated,male
2011,BEST PICTURE,The Descendants,Alexander Payne,nominated,male
2011,BEST PICTURE,The Help,Michael Barnathan,nominated,male
2011,BEST PICTURE,The Descendants,Jim Burke,nominated,male
2011,DOCUMENTARY (Feature),Pina,Gian-Piero Ringel,nominated,male
2011,FILM EDITING,Moneyball,Christopher Tellefsen,nominated,male
2011,FILM EDITING,The Girl with the Dragon Tattoo,Angus Wall,winner,male
2011,FILM EDITING,The Girl with the Dragon Tattoo,Kirk Baxter,winner,male
2011,FILM EDITING,The Descendants,Kevin Tent,nominated,male
2011,FILM EDITING,The Artist,Michel Hazanavicius,nominated,male
2011,FILM EDITING,The Artist,Anne-Sophie Bion,nominated,male
2011,DOCUMENTARY (Feature),Undefeated,Rich Middlemas,winner,male
2011,DOCUMENTARY (Feature),Undefeated,Dan Lindsay,winner,male
2011,DOCUMENTARY (Feature),Undefeated,TJ Martin,winner,male
2011,BEST PICTURE,Moneyball,Michael De Luca,nominated,male
2011,BEST PICTURE,The Artist,Thomas Langmann,winner,male
2011,BEST PICTURE,Moneyball,Brad Pitt,nominated,male
2011,SHORT FILM,Time Freak,Gigi Causey,nominated,male
2011,BEST PICTURE,The Tree of Life,Dede Gardner,nominated,male
2011,WRITING,Midnight in Paris,Woody Allen,winner,male
2011,WRITING,A Separation,Asghar Farhadi,nominated,male
2011,WRITING,Tinker Tailor Soldier Spy,Peter Straughan,nominated,male
2011,WRITING,Moneyball,Stan Chervin,nominated,male
2011,WRITING,Moneyball,Aaron Sorkin,nominated,male
2011,WRITING,Moneyball,Steven Zaillian,nominated,male
2011,WRITING,The Ides of March,Beau Willimon,nominated,male
2011,WRITING,The Ides of March,George Clooney,nominated,male
2011,WRITING,Hugo,John Logan,nominated,male
2011,WRITING,The Descendants,Jim Rash,winner,male
2011,BEST PICTURE,The Tree of Life,Bill Pohlad,nominated,male
2011,WRITING,The Descendants,Nat Faxon,winner,male
2011,SHORT FILM,Tuba Atlantic,Hallvar Witzø,nominated,male
2011,DOCUMENTARY (Feature),Pina,Wim Wenders,nominated,male
2011,SHORT FILM,Time Freak,Andrew Bowler,nominated,male
2011,SHORT FILM,The Shore,Oorlagh George,winner,male
2011,SHORT FILM,The Shore,Terry George,winner,male
2011,SHORT FILM,Raju,Stefan Gieren,nominated,male
2011,SHORT FILM,Raju,Max Zähle,nominated,male
2011,SHORT FILM,Pentecost,Peter McDonald,nominated,male
2011,BEST PICTURE,War Horse,Steven Spielberg,nominated,male
2011,BEST PICTURE,The Tree of Life,Grant Hill,nominated,male
2011,WRITING,The Descendants,Alexander Payne,winner,male
2011,DOCUMENTARY (Feature),Paradise Lost 3: Purgatory,Bruce Sinofsky,nominated,male
2011,DIRECTING,The Artist,Michel Hazanavicius,winner,male
2011,DOCUMENTARY (Feature),If a Tree Falls: A Story of the Earth Liberation Front,Sam Cullman,nominated,male
2011,COSTUME DESIGN,Anonymous,Lisy Christl,nominated,female
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female
2011,COSTUME DESIGN,W.E.,Arianne Phillips,nominated,female
2011,FILM EDITING,The Artist,Anne-Sophie Bion,nominated,female
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female
2011,BEST PICTURE,Midnight in Paris,Letty Aronson,nominated,female
2011,BEST PICTURE,Moneyball,Rachael Horovitz,nominated,female
2011,BEST PICTURE,The Tree of Life,Sarah Green,nominated,female
2011,BEST PICTURE,War Horse,Kathleen Kennedy,nominated,female
2011,SHORT FILM,Pentecost,Eimear O'Kane,nominated,female
2011,SHORT FILM,The Shore,Oorlagh George,winner,female
2011,WRITING,Tinker Tailor Soldier Spy,Bridget O'Connor,nominated,female
2011,WRITING,Bridesmaids,Annie Mumolo,nominated,female
2011,WRITING,Bridesmaids,Kristen Wiig,nominated,female
2011,DOCUMENTARY (Feature),Paradise Lost 3: Purgatory,Joe Berlinger,nominated,male
2011,WRITING,The Artist,Michel Hazanavicius,nominated,male
2011,DOCUMENTARY (Feature),If a Tree Falls: A Story of the Earth Liberation Front,Marshall Curry,nominated,male
2011,DOCUMENTARY (Feature),Hell and Back Again,Mike Lerner,nominated,male
2011,DOCUMENTARY (Feature),Hell and Back Again,Danfung Dennis,nominated,male
2011,DIRECTING,The Tree of Life,Terrence Malick,nominated,male
2011,DIRECTING,Midnight in Paris,Woody Allen,nominated,male
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male
2011,CINEMATOGRAPHY,The Artist,Guillaume Schiffman,nominated,male
2011,DIRECTING,The Descendants,Alexander Payne,nominated,male
2011,WRITING,Margin Call,J.C. Chandor,nominated,male
2011,COSTUME DESIGN,Jane Eyre,Michael O'Connor,nominated,male
2011,COSTUME DESIGN,The Artist,Mark Bridges,winner,male
2011,CINEMATOGRAPHY,War Horse,Janusz Kaminski,nominated,male
2011,CINEMATOGRAPHY,The Tree of Life,Emmanuel Lubezki,nominated,male
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male
2011,CINEMATOGRAPHY,The Girl with the Dragon Tattoo,Jeff Cronenweth,nominated,male
2012,WRITING,Beasts of the Southern Wild,Lucy Alibar,nominated,female
2012,COSTUME DESIGN,Anna Karenina,Jacqueline Durran,winner,female
2012,COSTUME DESIGN,Lincoln,Joanna Johnston,nominated,female
2012,COSTUME DESIGN,Mirror Mirror,Eiko Ishioka,nominated,female
2012,COSTUME DESIGN,Snow White and the Huntsman,Colleen Atwood,nominated,female
2012,DOCUMENTARY (Feature),The Gatekeepers,Philippa Kowarsky,nominated,female
2012,DOCUMENTARY (Feature),The Gatekeepers,Estelle Fialon,nominated,female
2012,DOCUMENTARY (Feature),The Invisible War,Amy Ziering,nominated,female
2012,BEST PICTURE,Amour,Margaret Menegoz,nominated,female
2012,BEST PICTURE,Django Unchained,Stacey Sher,nominated,female
2012,BEST PICTURE,Les Misérables,Debra Hayward,nominated,female
2012,BEST PICTURE,Lincoln,Kathleen Kennedy,nominated,female
2012,BEST PICTURE,Silver Linings Playbook,Donna Gigliotti,nominated,female
2012,BEST PICTURE,Zero Dark Thirty,Kathryn Bigelow,nominated,female
2012,BEST PICTURE,Zero Dark Thirty,Megan Ellison,nominated,female
2012,SHORT FILM,Death of a Shadow (Dood van een Schaduw),Ellen De Waele,nominated,female
2012,WRITING,Beasts of the Southern Wild,Benh Zeitlin,nominated,female
2012,BEST PICTURE,Django Unchained,Pilar Savone,nominated,female
2012,BEST PICTURE,Beasts of the Southern Wild,Josh Penn,nominated,male
2012,CINEMATOGRAPHY,Django Unchained,Robert Richardson,nominated,male
2012,BEST PICTURE,Django Unchained,Reginald Hudlin,nominated,male
2012,BEST PICTURE,Les Misérables,Tim Bevan,nominated,male
2012,BEST PICTURE,Les Misérables,Eric Fellner,nominated,male
2012,BEST PICTURE,Les Misérables,Cameron Mackintosh,nominated,male
2012,BEST PICTURE,Life of Pi,Gil Netter,nominated,male
2012,BEST PICTURE,Life of Pi,Ang Lee,nominated,male
2012,BEST PICTURE,Life of Pi,David Womark,nominated,male
2012,BEST PICTURE,Lincoln,Steven Spielberg,nominated,male
2012,BEST PICTURE,Silver Linings Playbook,Bruce Cohen,nominated,male
2012,BEST PICTURE,Silver Linings Playbook,Jonathan Gordon,nominated,male
2012,BEST PICTURE,Zero Dark Thirty,Mark Boal,nominated,male
2012,SHORT FILM,Asad,Bryan Buckley,nominated,male
2012,SHORT FILM,Buzkashi Boys,Sam French,nominated,male
2012,SHORT FILM,Buzkashi Boys,Ariel Nasr,nominated,male
2012,SHORT FILM,Curfew,Shawn Christensen,winner,male
2012,SHORT FILM,Death of a Shadow (Dood van een Schaduw),Tom Van Avermaet,nominated,male
2012,SHORT FILM,Henry,Yan England,nominated,male
2012,WRITING,Argo,Chris Terrio,winner,male
2012,WRITING,Beasts of the Southern Wild,Benh Zeitlin,nominated,male
2012,WRITING,Life of Pi,David Magee,nominated,male
2012,WRITING,Lincoln,Tony Kushner,nominated,male
2012,WRITING,Silver Linings Playbook,David O. Russell,nominated,male
2012,WRITING,Amour,Michael Haneke,nominated,male
2012,WRITING,Django Unchained,Quentin Tarantino,winner,male
2012,WRITING,Flight,John Gatins,nominated,male
2012,WRITING,Moonrise Kingdom,Wes Anderson,nominated,male
2012,WRITING,Moonrise Kingdom,Roman Coppola,nominated,male
2012,WRITING,Zero Dark Thirty,Mark Boal,nominated,male
2012,CINEMATOGRAPHY,Anna Karenina,Seamus McGarvey,nominated,male
2012,BEST PICTURE,Beasts of the Southern Wild,Michael Gottwald,nominated,male
2012,BEST PICTURE,Beasts of the Southern Wild,Dan Janvey,nominated,male
2012,SHORT FILM,Asad,Mino Jarjoura,nominated,male
2012,DIRECTING,Silver Linings Playbook,David O. Russell,nominated,male
2012,CINEMATOGRAPHY,Life of Pi,Claudio Miranda,winner,male
2012,BEST PICTURE,Argo,George Clooney,winner,male
2012,CINEMATOGRAPHY,Lincoln,Janusz Kaminski,nominated,male
2012,CINEMATOGRAPHY,Skyfall,Roger Deakins,nominated,male
2012,COSTUME DESIGN,Les Misérables,Paco Delgado,nominated,male
2012,DIRECTING,Amour,Michael Haneke,nominated,male
2012,DIRECTING,Beasts of the Southern Wild,Benh Zeitlin,nominated,male
2012,DIRECTING,Life of Pi,Ang Lee,winner,male
2012,DIRECTING,Lincoln,Steven Spielberg,nominated,male
2012,DOCUMENTARY (Feature),5 Broken Cameras,Emad Burnat,nominated,male
2012,DOCUMENTARY (Feature),5 Broken Cameras,Guy Davidi,nominated,male
2012,DOCUMENTARY (Feature),The Gatekeepers,Dror Moreh,nominated,male
2012,DOCUMENTARY (Feature),How to Survive a Plague,Howard Gertler,nominated,male
2012,DOCUMENTARY (Feature),The Invisible War,Kirby Dick,nominated,male
2012,DOCUMENTARY (Feature),How to Survive a Plague,David France,nominated,male
2012,FILM EDITING,Zero Dark Thirty,William Goldenberg,nominated,male
2012,DOCUMENTARY (Feature),Searching for Sugar Man,Simon Chinn,winner,male
2012,FILM EDITING,Argo,William Goldenberg,winner,male
2012,FILM EDITING,Life of Pi,Tim Squyres,nominated,male
2012,FILM EDITING,Lincoln,Michael Kahn,nominated,male
2012,FILM EDITING,Silver Linings Playbook,Jay Cassidy,nominated,male
2012,FILM EDITING,Silver Linings Playbook,Crispin Struthers,nominated,male
2012,FILM EDITING,Zero Dark Thirty,Dylan Tichenor,nominated,male
2012,DOCUMENTARY (Feature),Searching for Sugar Man,Malik Bendjelloul,winner,male
2012,BEST PICTURE,Amour,Stefan Arndt,nominated,male
2012,BEST PICTURE,Argo,Ben Affleck,winner,male
2012,BEST PICTURE,Amour,Veit Heiduschka,nominated,male
2012,BEST PICTURE,Amour,Michael Katz,nominated,male
2012,BEST PICTURE,Argo,Grant Heslov,winner,male
2013,FILM EDITING,12 Years a Slave,Joe Walker,nominated,male
2013,BEST PICTURE,American Hustle,Charles Roven,nominated,male
2013,BEST PICTURE,Captain Phillips,Scott Rudin,nominated,male
2013,BEST PICTURE,American Hustle,Jonathan Gordon,nominated,male
2013,FILM EDITING,Gravity,Mark Sanger,winner,male
2013,BEST PICTURE,American Hustle,Richard Suckle,nominated,male
2013,FILM EDITING,Gravity,Alfonso Cuarón,winner,male
2013,SHORT FILM,Aquel No Era Yo (That Wasn't Me),Esteban Crespo,nominated,male
2013,FILM EDITING,Dallas Buyers Club,John Mac McMurphy,nominated,male
2013,FILM EDITING,Captain Phillips,Christopher Rouse,nominated,male
2013,FILM EDITING,American Hustle,Alan Baumgarten,nominated,male
2013,FILM EDITING,American Hustle,Crispin Struthers,nominated,male
2013,BEST PICTURE,Captain Phillips,Michael De Luca,nominated,male
2013,FILM EDITING,American Hustle,Jay Cassidy,nominated,male
2013,FILM EDITING,Dallas Buyers Club,Martin Pensa,nominated,male
2013,BEST PICTURE,Gravity,Alfonso Cuarón,nominated,male
2013,BEST PICTURE,The Wolf of Wall Street,Joey McFarland,nominated,male
2013,BEST PICTURE,Her,Spike Jonze,nominated,male
2013,BEST PICTURE,Her,Vincent Landay,nominated,male
2013,BEST PICTURE,Nebraska,Albert Berger,nominated,male
2013,BEST PICTURE,Nebraska,Ron Yerxa,nominated,male
2013,BEST PICTURE,Philomena,Steve Coogan,nominated,male
2013,BEST PICTURE,12 Years a Slave,Brad Pitt,winner,male
2013,BEST PICTURE,12 Years a Slave,Dede Gardner,winner,male
2013,BEST PICTURE,12 Years a Slave,Jeremy Kleiner,winner,male
2013,BEST PICTURE,12 Years a Slave,Steve McQueen,winner,male
2013,BEST PICTURE,12 Years a Slave,Anthony Katagas,winner,male
2013,BEST PICTURE,The Wolf of Wall Street,Martin Scorsese,nominated,male
2013,BEST PICTURE,The Wolf of Wall Street,Leonardo DiCaprio,nominated,male
2013,SHORT FILM,Avant Que De Tout Perdre (Just before Losing Everything),Xavier Legrand,nominated,male
2013,DOCUMENTARY (Feature),20 Feet from Stardom,Caitrin Rogers,winner,male
2013,BEST PICTURE,Gravity,David Heyman,nominated,male
2013,DOCUMENTARY (Feature),20 Feet from Stardom,Gil Friesen,winner,male
2013,WRITING,Before Midnight,Richard Linklater,nominated,male
2013,DOCUMENTARY (Feature),The Square,Karim Amer,nominated,male
2013,WRITING,Her,Spike Jonze,winner,male
2013,WRITING,Dallas Buyers Club,Craig Borten,nominated,male
2013,WRITING,Blue Jasmine,Woody Allen,nominated,male
2013,WRITING,American Hustle,David O. Russell,nominated,male
2013,WRITING,American Hustle,Eric Warren Singer,nominated,male
2013,WRITING,The Wolf of Wall Street,Terence Winter,nominated,male
2013,WRITING,Nebraska,Bob Nelson,nominated,male
2013,WRITING,12 Years a Slave,John Ridley,winner,male
2013,WRITING,Philomena,Steve Coogan,nominated,male
2013,WRITING,Captain Phillips,Billy Ray,nominated,male
2013,WRITING,Before Midnight,Ethan Hawke,nominated,male
2013,SHORT FILM,The Voorman Problem,Baldwin Li,nominated,male
2013,SHORT FILM,The Voorman Problem,Mark Gill,nominated,male
2013,SHORT FILM,Helium,Anders Walter,winner,male
2013,WRITING,Philomena,Jeff Pope,nominated,male
2013,DOCUMENTARY (Feature),20 Feet from Stardom,Morgan Neville,winner,male
2013,CINEMATOGRAPHY,The Grandmaster,Philippe Le Sourd,nominated,male
2013,CINEMATOGRAPHY,Inside Llewyn Davis,Bruno Delbonnel,nominated,male
2013,DOCUMENTARY (Feature),The Square,Jehane Noujaim,nominated,male
2013,DOCUMENTARY (Feature),Dirty Wars,Jeremy Scahill,nominated,male
2013,DOCUMENTARY (Feature),Cutie and the Boxer,Zachary Heinzerling,nominated,male
2013,DOCUMENTARY (Feature),The Act of Killing,Joshua Oppenheimer,nominated,male
2013,DIRECTING,The Wolf of Wall Street,Martin Scorsese,nominated,male
2013,DIRECTING,12 Years a Slave,Steve McQueen,nominated,male
2013,CINEMATOGRAPHY,Gravity,Emmanuel Lubezki,winner,male
2013,DIRECTING,Nebraska,Alexander Payne,nominated,male
2013,DIRECTING,American Hustle,David O. Russell,nominated,male
2013,COSTUME DESIGN,The Invisible Woman,Michael O'Connor,nominated,male
2013,COSTUME DESIGN,The Grandmaster,William Chang Suk Ping,nominated,male
2013,COSTUME DESIGN,American Hustle,Michael Wilkinson,nominated,male
2013,CINEMATOGRAPHY,Prisoners,Roger A. Deakins,nominated,male
2013,CINEMATOGRAPHY,Nebraska,Phedon Papamichael,nominated,male
2013,DIRECTING,Gravity,Alfonso Cuarón,winner,male
2013,SHORT FILM,Avant Que De Tout Perdre (Just before Losing Everything),Alexandre Gavras,nominated,male
2013,DOCUMENTARY (Feature),Dirty Wars,Richard Rowley,nominated,male
2013,BEST PICTURE,Dallas Buyers Club,Rachel Winter,nominated,female
2013,DOCUMENTARY (Feature),The Act of Killing,Signe Byrge Sørensen,nominated,female
2013,DOCUMENTARY (Feature),Cutie and the Boxer,Lydia Dean Pilcher,nominated,female
2013,DOCUMENTARY (Feature),The Square,Jehane Noujaim,nominated,female
2013,DOCUMENTARY (Feature),20 Feet from Stardom,Caitrin Rogers,winner,female
2013,BEST PICTURE,American Hustle,Megan Ellison,nominated,female
2013,BEST PICTURE,Her,Megan Ellison,nominated,female
2013,BEST PICTURE,Her,Spike Jonze,nominated,female
2013,BEST PICTURE,Philomena,Gabrielle Tana,nominated,female
